,poster,commenter,time
423,47@purdue.edu,23@purdue.edu,2015-02-04 19:43:27
424,0@purdue.edu,72@purdue.edu,2015-02-04 22:54:31
425,72@purdue.edu,67@purdue.edu,2015-02-05 10:09:58
426,0@purdue.edu,146@purdue.edu,2015-02-05 15:51:06
427,0@purdue.edu,10@purdue.edu,2015-02-05 17:12:45
428,23@purdue.edu,154@purdue.edu,2015-02-05 21:04:53
429,34@purdue.edu,155@purdue.edu,2015-02-05 21:25:24
430,0@purdue.edu,45@purdue.edu,2015-02-05 22:58:22
431,45@purdue.edu,49@purdue.edu,2015-02-06 00:24:07
432,0@purdue.edu,95@purdue.edu,2015-02-04 15:08:19
433,0@purdue.edu,115@purdue.edu,2015-02-04 16:45:18
434,0@purdue.edu,153@purdue.edu,2015-02-04 17:51:08
435,0@purdue.edu,107@purdue.edu,2015-02-04 17:51:28
436,107@purdue.edu,156@purdue.edu,2015-02-04 18:21:42
437,0@purdue.edu,93@purdue.edu,2015-02-04 21:05:00
438,0@purdue.edu,96@purdue.edu,2015-02-04 22:40:29
439,0@purdue.edu,41@purdue.edu,2015-02-05 13:30:55
440,41@purdue.edu,98@purdue.edu,2015-02-05 15:35:16
441,0@purdue.edu,146@purdue.edu,2015-02-05 16:21:15
442,96@purdue.edu,112@purdue.edu,2015-02-05 19:45:24
443,146@purdue.edu,47@purdue.edu,2015-02-05 20:10:57
444,95@purdue.edu,109@purdue.edu,2015-02-05 21:27:25
445,109@purdue.edu,82@purdue.edu,2015-02-05 23:31:00
446,0@purdue.edu,78@purdue.edu,2015-02-05 23:59:30
447,112@purdue.edu,49@purdue.edu,2015-02-06 01:00:03
448,0@purdue.edu,61@purdue.edu,2015-02-06 13:20:53
449,61@purdue.edu,157@purdue.edu,2015-02-06 15:02:41
450,0@purdue.edu,39@purdue.edu,2015-02-06 15:20:06
451,0@purdue.edu,84@purdue.edu,2015-02-06 15:34:27
452,61@purdue.edu,158@purdue.edu,2015-02-06 17:07:16
453,84@purdue.edu,158@purdue.edu,2015-02-06 17:07:59
454,84@purdue.edu,111@purdue.edu,2015-02-06 17:26:04
455,61@purdue.edu,111@purdue.edu,2015-02-06 17:28:03
456,61@purdue.edu,153@purdue.edu,2015-02-06 19:01:25
457,0@purdue.edu,107@purdue.edu,2015-02-06 20:51:55
458,107@purdue.edu,67@purdue.edu,2015-02-07 11:27:21
459,0@purdue.edu,47@purdue.edu,2015-02-07 12:33:51
460,61@purdue.edu,3@purdue.edu,2015-02-07 13:57:32
461,67@purdue.edu,30@purdue.edu,2015-02-07 14:49:36
462,111@purdue.edu,30@purdue.edu,2015-02-07 15:05:59
463,0@purdue.edu,159@purdue.edu,2015-02-07 17:15:43
464,111@purdue.edu,61@purdue.edu,2015-02-07 17:33:43
465,0@purdue.edu,39@purdue.edu,2015-02-06 15:15:47
466,0@purdue.edu,84@purdue.edu,2015-02-06 15:36:01
467,0@purdue.edu,111@purdue.edu,2015-02-06 17:53:04
468,0@purdue.edu,127@purdue.edu,2015-02-06 20:41:05
469,111@purdue.edu,107@purdue.edu,2015-02-06 21:33:40
470,127@purdue.edu,80@purdue.edu,2015-02-06 21:48:45
471,107@purdue.edu,80@purdue.edu,2015-02-06 22:04:49
472,80@purdue.edu,127@purdue.edu,2015-02-07 10:38:06
473,0@purdue.edu,94@purdue.edu,2015-02-07 10:44:14
474,80@purdue.edu,94@purdue.edu,2015-02-07 10:46:07
475,0@purdue.edu,148@purdue.edu,2015-02-07 12:30:12
476,84@purdue.edu,160@purdue.edu,2015-02-07 13:22:37
477,148@purdue.edu,77@purdue.edu,2015-02-07 13:26:13
478,80@purdue.edu,64@purdue.edu,2015-02-07 14:27:10
479,94@purdue.edu,30@purdue.edu,2015-02-07 14:55:54
480,111@purdue.edu,70@purdue.edu,2015-02-07 15:07:59
481,148@purdue.edu,69@purdue.edu,2015-02-07 17:10:14
482,0@purdue.edu,52@purdue.edu,2015-02-07 22:13:52
483,69@purdue.edu,26@purdue.edu,2015-02-07 22:48:58
484,69@purdue.edu,52@purdue.edu,2015-02-07 22:50:28
485,0@purdue.edu,45@purdue.edu,2015-02-08 10:26:00
486,111@purdue.edu,68@purdue.edu,2015-02-08 10:53:13
487,0@purdue.edu,63@purdue.edu,2015-02-08 17:03:24
488,45@purdue.edu,161@purdue.edu,2015-02-08 22:31:44
489,0@purdue.edu,40@purdue.edu,2015-02-09 13:13:50
490,0@purdue.edu,86@purdue.edu,2015-02-09 13:22:53
491,86@purdue.edu,80@purdue.edu,2015-02-09 14:06:47
492,86@purdue.edu,18@purdue.edu,2015-02-09 14:32:15
493,0@purdue.edu,77@purdue.edu,2015-02-09 14:45:13
494,86@purdue.edu,95@purdue.edu,2015-02-09 15:16:02
495,0@purdue.edu,162@purdue.edu,2015-02-09 15:42:42
496,77@purdue.edu,64@purdue.edu,2015-02-09 16:02:53
497,0@purdue.edu,121@purdue.edu,2015-02-09 18:21:04
498,121@purdue.edu,48@purdue.edu,2015-02-09 20:45:24
499,0@purdue.edu,141@purdue.edu,2015-02-09 21:16:13
500,141@purdue.edu,148@purdue.edu,2015-02-09 22:05:01
501,95@purdue.edu,86@purdue.edu,2015-02-09 22:32:02
502,95@purdue.edu,73@purdue.edu,2015-02-09 23:42:22
503,48@purdue.edu,121@purdue.edu,2015-02-10 12:20:29
504,0@purdue.edu,163@purdue.edu,2015-02-10 13:17:46
505,0@purdue.edu,79@purdue.edu,2015-02-10 15:38:15
506,0@purdue.edu,139@purdue.edu,2015-02-10 15:46:08
507,0@purdue.edu,61@purdue.edu,2015-02-10 17:08:09
508,79@purdue.edu,61@purdue.edu,2015-02-10 17:09:31
509,61@purdue.edu,26@purdue.edu,2015-02-10 17:28:56
510,26@purdue.edu,61@purdue.edu,2015-02-10 17:59:55
511,95@purdue.edu,5@purdue.edu,2015-02-10 20:03:41
512,0@purdue.edu,134@purdue.edu,2015-02-11 00:03:58
513,0@purdue.edu,40@purdue.edu,2015-02-09 15:55:03
514,0@purdue.edu,95@purdue.edu,2015-02-09 16:07:09
515,40@purdue.edu,80@purdue.edu,2015-02-09 16:12:01
516,0@purdue.edu,95@purdue.edu,2015-02-09 16:36:06
517,0@purdue.edu,115@purdue.edu,2015-02-09 17:08:10
518,40@purdue.edu,76@purdue.edu,2015-02-09 17:08:14
519,115@purdue.edu,95@purdue.edu,2015-02-09 17:09:05
520,0@purdue.edu,164@purdue.edu,2015-02-09 17:19:44
521,0@purdue.edu,68@purdue.edu,2015-02-09 17:48:02
522,164@purdue.edu,165@purdue.edu,2015-02-09 20:02:27
523,165@purdue.edu,165@purdue.edu,2015-02-09 20:07:11
524,76@purdue.edu,40@purdue.edu,2015-02-09 20:49:45
525,0@purdue.edu,47@purdue.edu,2015-02-09 21:04:07
526,165@purdue.edu,45@purdue.edu,2015-02-10 00:19:03
527,68@purdue.edu,84@purdue.edu,2015-02-10 13:01:49
528,47@purdue.edu,77@purdue.edu,2015-02-10 15:43:03
529,84@purdue.edu,145@purdue.edu,2015-02-10 17:01:29
530,77@purdue.edu,166@purdue.edu,2015-02-10 17:14:26
531,84@purdue.edu,68@purdue.edu,2015-02-10 18:01:57
532,45@purdue.edu,46@purdue.edu,2015-02-10 19:18:43
533,95@purdue.edu,140@purdue.edu,2015-02-10 20:23:06
534,77@purdue.edu,63@purdue.edu,2015-02-11 00:46:29
535,166@purdue.edu,63@purdue.edu,2015-02-11 00:46:55
536,0@purdue.edu,111@purdue.edu,2015-02-11 12:05:20
537,111@purdue.edu,47@purdue.edu,2015-02-11 13:16:06
538,0@purdue.edu,47@purdue.edu,2015-02-11 13:33:55
539,47@purdue.edu,31@purdue.edu,2015-02-11 13:38:52
540,47@purdue.edu,31@purdue.edu,2015-02-11 13:43:08
541,31@purdue.edu,47@purdue.edu,2015-02-11 13:48:43
542,0@purdue.edu,95@purdue.edu,2015-02-11 14:04:34
543,95@purdue.edu,95@purdue.edu,2015-02-11 14:05:15
544,0@purdue.edu,40@purdue.edu,2015-02-11 15:13:24
545,95@purdue.edu,95@purdue.edu,2015-02-11 15:16:46
546,95@purdue.edu,151@purdue.edu,2015-02-11 15:32:33
547,95@purdue.edu,150@purdue.edu,2015-02-11 15:51:04
548,150@purdue.edu,150@purdue.edu,2015-02-11 15:51:55
549,151@purdue.edu,4@purdue.edu,2015-02-11 16:13:58
550,95@purdue.edu,148@purdue.edu,2015-02-11 16:36:00
551,0@purdue.edu,165@purdue.edu,2015-02-11 20:02:26
552,165@purdue.edu,165@purdue.edu,2015-02-11 20:04:09
553,0@purdue.edu,167@purdue.edu,2015-02-12 14:31:04
554,167@purdue.edu,160@purdue.edu,2015-02-12 21:13:28
555,95@purdue.edu,26@purdue.edu,2015-02-12 21:32:57
556,0@purdue.edu,29@purdue.edu,2015-02-13 08:40:15
557,29@purdue.edu,29@purdue.edu,2015-02-13 08:47:28
558,29@purdue.edu,76@purdue.edu,2015-02-13 11:02:35
559,0@purdue.edu,111@purdue.edu,2015-02-11 12:04:06
560,0@purdue.edu,31@purdue.edu,2015-02-11 13:47:47
561,111@purdue.edu,30@purdue.edu,2015-02-11 13:48:59
562,31@purdue.edu,68@purdue.edu,2015-02-11 14:00:17
563,31@purdue.edu,153@purdue.edu,2015-02-11 15:42:52
564,31@purdue.edu,148@purdue.edu,2015-02-11 17:14:44
565,31@purdue.edu,165@purdue.edu,2015-02-11 20:14:10
566,111@purdue.edu,165@purdue.edu,2015-02-11 20:16:29
567,31@purdue.edu,163@purdue.edu,2015-02-12 15:50:56
568,163@purdue.edu,163@purdue.edu,2015-02-12 16:01:43
569,31@purdue.edu,26@purdue.edu,2015-02-12 21:43:53
570,26@purdue.edu,37@purdue.edu,2015-02-12 22:39:41
571,37@purdue.edu,29@purdue.edu,2015-02-13 08:57:24
572,37@purdue.edu,99@purdue.edu,2015-02-13 10:17:55
573,0@purdue.edu,61@purdue.edu,2015-02-13 15:57:29
574,0@purdue.edu,168@purdue.edu,2015-02-13 16:14:58
575,168@purdue.edu,168@purdue.edu,2015-02-13 16:15:25
576,0@purdue.edu,67@purdue.edu,2015-02-13 16:37:30
577,67@purdue.edu,67@purdue.edu,2015-02-13 17:19:13
578,168@purdue.edu,169@purdue.edu,2015-02-13 19:42:26
579,168@purdue.edu,5@purdue.edu,2015-02-13 20:42:24
580,0@purdue.edu,10@purdue.edu,2015-02-14 01:38:08
581,10@purdue.edu,10@purdue.edu,2015-02-14 01:38:37
582,168@purdue.edu,153@purdue.edu,2015-02-14 15:09:55
583,10@purdue.edu,8@purdue.edu,2015-02-14 22:48:23
584,0@purdue.edu,20@purdue.edu,2015-02-15 14:25:38
585,20@purdue.edu,56@purdue.edu,2015-02-15 14:41:21
586,0@purdue.edu,56@purdue.edu,2015-02-15 14:44:28
587,56@purdue.edu,56@purdue.edu,2015-02-15 14:45:35
588,56@purdue.edu,56@purdue.edu,2015-02-15 14:54:08
589,153@purdue.edu,151@purdue.edu,2015-02-15 15:09:48
590,168@purdue.edu,148@purdue.edu,2015-02-15 15:56:59
591,61@purdue.edu,166@purdue.edu,2015-02-15 16:41:35
592,56@purdue.edu,63@purdue.edu,2015-02-15 16:46:03
593,8@purdue.edu,10@purdue.edu,2015-02-15 17:24:07
594,5@purdue.edu,63@purdue.edu,2015-02-15 17:56:13
595,0@purdue.edu,78@purdue.edu,2015-02-15 19:07:42
596,153@purdue.edu,153@purdue.edu,2015-02-15 19:28:06
597,148@purdue.edu,10@purdue.edu,2015-02-15 19:41:24
598,56@purdue.edu,20@purdue.edu,2015-02-15 20:19:04
599,78@purdue.edu,17@purdue.edu,2015-02-15 23:24:13
600,0@purdue.edu,170@purdue.edu,2015-02-15 23:26:58
601,20@purdue.edu,170@purdue.edu,2015-02-15 23:30:59
602,168@purdue.edu,129@purdue.edu,2015-02-16 00:28:11
603,0@purdue.edu,61@purdue.edu,2015-02-13 15:58:25
604,61@purdue.edu,168@purdue.edu,2015-02-13 16:29:07
605,61@purdue.edu,115@purdue.edu,2015-02-13 17:33:37
606,0@purdue.edu,5@purdue.edu,2015-02-13 21:00:06
607,0@purdue.edu,10@purdue.edu,2015-02-14 02:10:11
608,0@purdue.edu,39@purdue.edu,2015-02-14 22:27:48
609,0@purdue.edu,150@purdue.edu,2015-02-14 23:54:53
610,39@purdue.edu,39@purdue.edu,2015-02-15 01:01:52
611,150@purdue.edu,39@purdue.edu,2015-02-15 01:02:25
612,10@purdue.edu,141@purdue.edu,2015-02-15 14:13:35
613,61@purdue.edu,148@purdue.edu,2015-02-15 16:43:55
614,141@purdue.edu,10@purdue.edu,2015-02-15 17:24:42
615,61@purdue.edu,63@purdue.edu,2015-02-15 18:51:48
616,63@purdue.edu,10@purdue.edu,2015-02-15 19:40:29
617,0@purdue.edu,171@purdue.edu,2015-02-15 21:54:25
618,61@purdue.edu,172@purdue.edu,2015-02-15 22:24:25
619,0@purdue.edu,76@purdue.edu,2015-02-16 12:08:52
620,0@purdue.edu,173@purdue.edu,2015-02-16 12:12:05
621,0@purdue.edu,40@purdue.edu,2015-02-16 12:33:05
622,0@purdue.edu,173@purdue.edu,2015-02-16 12:40:10
623,0@purdue.edu,76@purdue.edu,2015-02-16 12:41:29
624,173@purdue.edu,18@purdue.edu,2015-02-16 13:17:38
625,173@purdue.edu,133@purdue.edu,2015-02-16 13:42:20
626,173@purdue.edu,172@purdue.edu,2015-02-16 13:46:45
627,133@purdue.edu,4@purdue.edu,2015-02-16 14:29:21
628,76@purdue.edu,133@purdue.edu,2015-02-16 14:30:14
629,133@purdue.edu,4@purdue.edu,2015-02-16 14:34:09
630,4@purdue.edu,98@purdue.edu,2015-02-16 14:46:54
631,4@purdue.edu,130@purdue.edu,2015-02-16 15:04:05
632,4@purdue.edu,93@purdue.edu,2015-02-16 15:15:35
633,173@purdue.edu,68@purdue.edu,2015-02-16 15:22:07
634,40@purdue.edu,174@purdue.edu,2015-02-16 15:45:07
635,133@purdue.edu,141@purdue.edu,2015-02-16 16:03:33
636,133@purdue.edu,50@purdue.edu,2015-02-16 16:14:39
637,173@purdue.edu,76@purdue.edu,2015-02-16 16:32:53
638,76@purdue.edu,50@purdue.edu,2015-02-16 16:33:13
639,4@purdue.edu,50@purdue.edu,2015-02-16 16:43:21
640,0@purdue.edu,108@purdue.edu,2015-02-16 17:21:37
641,76@purdue.edu,164@purdue.edu,2015-02-16 17:26:32
642,40@purdue.edu,131@purdue.edu,2015-02-16 18:40:30
643,0@purdue.edu,165@purdue.edu,2015-02-16 21:24:09
644,4@purdue.edu,23@purdue.edu,2015-02-17 00:02:48
645,108@purdue.edu,23@purdue.edu,2015-02-17 00:08:38
646,0@purdue.edu,51@purdue.edu,2015-02-17 09:15:45
647,76@purdue.edu,83@purdue.edu,2015-02-17 11:19:18
648,0@purdue.edu,175@purdue.edu,2015-02-17 15:33:28
649,133@purdue.edu,77@purdue.edu,2015-02-17 16:21:51
650,0@purdue.edu,176@purdue.edu,2015-02-17 16:59:42
651,40@purdue.edu,134@purdue.edu,2015-02-17 17:14:36
652,176@purdue.edu,134@purdue.edu,2015-02-17 17:17:56
653,176@purdue.edu,134@purdue.edu,2015-02-17 17:32:38
654,4@purdue.edu,163@purdue.edu,2015-02-17 18:27:27
655,133@purdue.edu,155@purdue.edu,2015-02-17 18:29:47
656,0@purdue.edu,139@purdue.edu,2015-02-17 18:52:38
657,139@purdue.edu,78@purdue.edu,2015-02-17 20:25:07
658,139@purdue.edu,83@purdue.edu,2015-02-17 20:53:13
659,40@purdue.edu,75@purdue.edu,2015-02-17 21:18:53
660,175@purdue.edu,75@purdue.edu,2015-02-17 21:19:54
661,133@purdue.edu,10@purdue.edu,2015-02-17 22:27:16
662,0@purdue.edu,56@purdue.edu,2015-02-17 22:35:12
663,56@purdue.edu,56@purdue.edu,2015-02-17 22:46:02
664,0@purdue.edu,40@purdue.edu,2015-02-16 12:34:58
665,40@purdue.edu,177@purdue.edu,2015-02-16 13:07:55
666,0@purdue.edu,133@purdue.edu,2015-02-16 14:56:38
667,133@purdue.edu,98@purdue.edu,2015-02-16 15:14:46
668,177@purdue.edu,141@purdue.edu,2015-02-16 15:15:03
669,177@purdue.edu,130@purdue.edu,2015-02-16 15:17:53
670,98@purdue.edu,61@purdue.edu,2015-02-16 15:28:02
671,177@purdue.edu,130@purdue.edu,2015-02-16 15:28:53
672,40@purdue.edu,93@purdue.edu,2015-02-16 15:32:05
673,40@purdue.edu,64@purdue.edu,2015-02-16 15:37:51
674,0@purdue.edu,178@purdue.edu,2015-02-16 16:17:53
675,178@purdue.edu,178@purdue.edu,2015-02-16 16:18:55
676,98@purdue.edu,133@purdue.edu,2015-02-16 16:19:21
677,0@purdue.edu,76@purdue.edu,2015-02-16 16:38:07
678,0@purdue.edu,68@purdue.edu,2015-02-16 17:37:23
679,98@purdue.edu,68@purdue.edu,2015-02-16 21:29:40
680,0@purdue.edu,165@purdue.edu,2015-02-16 21:39:36
681,98@purdue.edu,50@purdue.edu,2015-02-16 23:26:29
682,68@purdue.edu,140@purdue.edu,2015-02-16 23:54:27
683,0@purdue.edu,51@purdue.edu,2015-02-17 09:12:02
684,130@purdue.edu,5@purdue.edu,2015-02-17 17:18:37
685,98@purdue.edu,163@purdue.edu,2015-02-17 18:46:48
686,40@purdue.edu,83@purdue.edu,2015-02-17 21:52:11
687,163@purdue.edu,10@purdue.edu,2015-02-17 22:28:54
688,68@purdue.edu,44@purdue.edu,2015-02-18 12:44:35
689,0@purdue.edu,54@purdue.edu,2015-02-20 12:08:02
690,0@purdue.edu,179@purdue.edu,2015-02-20 12:15:54
691,0@purdue.edu,33@purdue.edu,2015-02-20 13:28:57
692,0@purdue.edu,83@purdue.edu,2015-02-20 13:52:52
693,179@purdue.edu,83@purdue.edu,2015-02-20 14:23:24
694,0@purdue.edu,33@purdue.edu,2015-02-20 14:27:50
695,54@purdue.edu,180@purdue.edu,2015-02-20 14:41:43
696,54@purdue.edu,180@purdue.edu,2015-02-20 14:50:06
697,180@purdue.edu,33@purdue.edu,2015-02-20 15:35:40
698,0@purdue.edu,51@purdue.edu,2015-02-21 11:45:46
699,54@purdue.edu,40@purdue.edu,2015-02-21 13:11:38
700,0@purdue.edu,40@purdue.edu,2015-02-21 13:13:47
701,54@purdue.edu,176@purdue.edu,2015-02-21 16:12:01
702,176@purdue.edu,151@purdue.edu,2015-02-21 16:23:35
703,176@purdue.edu,151@purdue.edu,2015-02-21 16:50:10
704,0@purdue.edu,80@purdue.edu,2015-02-21 18:52:42
705,0@purdue.edu,181@purdue.edu,2015-02-21 19:41:42
706,40@purdue.edu,80@purdue.edu,2015-02-21 22:29:24
707,83@purdue.edu,80@purdue.edu,2015-02-21 22:32:48
708,0@purdue.edu,182@purdue.edu,2015-02-22 14:59:04
709,0@purdue.edu,182@purdue.edu,2015-02-22 15:10:15
710,0@purdue.edu,34@purdue.edu,2015-02-22 16:40:25
711,34@purdue.edu,34@purdue.edu,2015-02-22 17:01:14
712,179@purdue.edu,32@purdue.edu,2015-02-22 18:49:42
713,51@purdue.edu,183@purdue.edu,2015-02-22 19:20:08
714,182@purdue.edu,50@purdue.edu,2015-02-22 23:39:44
715,33@purdue.edu,50@purdue.edu,2015-02-22 23:42:45
716,34@purdue.edu,82@purdue.edu,2015-02-23 01:33:22
717,0@purdue.edu,184@purdue.edu,2015-02-21 11:03:26
718,0@purdue.edu,51@purdue.edu,2015-02-21 13:05:35
719,0@purdue.edu,40@purdue.edu,2015-02-21 13:30:37
720,0@purdue.edu,47@purdue.edu,2015-02-21 13:49:03
721,184@purdue.edu,77@purdue.edu,2015-02-21 13:59:34
722,0@purdue.edu,185@purdue.edu,2015-02-21 14:27:01
723,0@purdue.edu,168@purdue.edu,2015-02-21 17:35:05
724,184@purdue.edu,95@purdue.edu,2015-02-21 19:30:21
725,0@purdue.edu,171@purdue.edu,2015-02-21 20:03:49
726,0@purdue.edu,181@purdue.edu,2015-02-21 20:27:30
727,181@purdue.edu,181@purdue.edu,2015-02-21 20:51:39
728,0@purdue.edu,165@purdue.edu,2015-02-22 01:20:48
729,95@purdue.edu,45@purdue.edu,2015-02-22 13:21:33
730,165@purdue.edu,179@purdue.edu,2015-02-22 15:15:43
731,51@purdue.edu,179@purdue.edu,2015-02-22 15:19:56
732,0@purdue.edu,186@purdue.edu,2015-02-22 16:34:35
733,0@purdue.edu,34@purdue.edu,2015-02-22 17:30:38
734,0@purdue.edu,40@purdue.edu,2015-02-23 13:10:34
735,40@purdue.edu,31@purdue.edu,2015-02-23 13:24:00
736,31@purdue.edu,31@purdue.edu,2015-02-23 13:24:54
737,40@purdue.edu,18@purdue.edu,2015-02-23 14:31:16
738,40@purdue.edu,174@purdue.edu,2015-02-23 14:39:15
739,40@purdue.edu,31@purdue.edu,2015-02-23 15:35:52
740,40@purdue.edu,122@purdue.edu,2015-02-23 17:46:59
741,31@purdue.edu,122@purdue.edu,2015-02-23 17:48:48
742,122@purdue.edu,19@purdue.edu,2015-02-23 17:53:17
743,0@purdue.edu,38@purdue.edu,2015-02-23 19:16:45
744,38@purdue.edu,47@purdue.edu,2015-02-23 19:56:44
745,47@purdue.edu,38@purdue.edu,2015-02-23 20:02:41
746,47@purdue.edu,47@purdue.edu,2015-02-23 20:12:16
747,47@purdue.edu,38@purdue.edu,2015-02-23 20:12:49
748,40@purdue.edu,148@purdue.edu,2015-02-23 20:56:07
749,0@purdue.edu,85@purdue.edu,2015-02-23 23:30:12
750,85@purdue.edu,85@purdue.edu,2015-02-24 00:06:15
751,40@purdue.edu,163@purdue.edu,2015-02-24 00:27:46
752,38@purdue.edu,187@purdue.edu,2015-02-24 15:30:10
753,187@purdue.edu,187@purdue.edu,2015-02-24 15:39:40
754,18@purdue.edu,48@purdue.edu,2015-02-24 20:12:49
755,0@purdue.edu,109@purdue.edu,2015-02-24 21:47:30
756,0@purdue.edu,109@purdue.edu,2015-02-24 21:51:31
757,109@purdue.edu,50@purdue.edu,2015-02-25 01:08:13
758,0@purdue.edu,18@purdue.edu,2015-02-23 14:43:38
759,0@purdue.edu,83@purdue.edu,2015-02-23 15:10:27
760,18@purdue.edu,174@purdue.edu,2015-02-23 15:10:32
761,83@purdue.edu,83@purdue.edu,2015-02-23 15:10:51
762,0@purdue.edu,80@purdue.edu,2015-02-23 15:52:47
763,0@purdue.edu,68@purdue.edu,2015-02-23 15:58:52
764,68@purdue.edu,101@purdue.edu,2015-02-23 16:13:35
765,0@purdue.edu,93@purdue.edu,2015-02-23 16:17:29
766,93@purdue.edu,68@purdue.edu,2015-02-23 16:22:48
767,0@purdue.edu,68@purdue.edu,2015-02-23 16:25:24
768,0@purdue.edu,51@purdue.edu,2015-02-23 16:45:56
769,68@purdue.edu,4@purdue.edu,2015-02-23 17:02:09
770,4@purdue.edu,4@purdue.edu,2015-02-23 17:03:04
771,0@purdue.edu,188@purdue.edu,2015-02-23 18:51:40
772,0@purdue.edu,189@purdue.edu,2015-02-23 20:50:04
773,0@purdue.edu,92@purdue.edu,2015-02-23 21:01:28
774,93@purdue.edu,95@purdue.edu,2015-02-23 21:31:30
775,189@purdue.edu,77@purdue.edu,2015-02-23 21:36:42
776,0@purdue.edu,95@purdue.edu,2015-02-23 22:22:14
777,0@purdue.edu,95@purdue.edu,2015-02-23 22:24:55
778,95@purdue.edu,95@purdue.edu,2015-02-23 22:47:22
779,189@purdue.edu,5@purdue.edu,2015-02-23 22:48:22
780,95@purdue.edu,85@purdue.edu,2015-02-23 23:56:38
781,85@purdue.edu,85@purdue.edu,2015-02-23 23:57:12
782,95@purdue.edu,95@purdue.edu,2015-02-24 00:05:35
783,188@purdue.edu,95@purdue.edu,2015-02-24 00:27:19
784,95@purdue.edu,163@purdue.edu,2015-02-24 00:46:14
785,95@purdue.edu,7@purdue.edu,2015-02-24 13:13:46
786,93@purdue.edu,135@purdue.edu,2015-02-24 15:51:03
787,7@purdue.edu,187@purdue.edu,2015-02-24 16:21:00
788,95@purdue.edu,43@purdue.edu,2015-02-24 18:19:51
789,7@purdue.edu,163@purdue.edu,2015-02-24 22:01:34
790,68@purdue.edu,190@purdue.edu,2015-02-24 22:41:23
791,5@purdue.edu,190@purdue.edu,2015-02-24 23:11:17
792,93@purdue.edu,20@purdue.edu,2015-02-24 23:32:25
793,0@purdue.edu,109@purdue.edu,2015-02-25 13:55:22
794,109@purdue.edu,95@purdue.edu,2015-02-25 14:53:02
795,0@purdue.edu,95@purdue.edu,2015-02-25 14:53:33
796,95@purdue.edu,104@purdue.edu,2015-02-25 15:52:59
797,95@purdue.edu,93@purdue.edu,2015-02-25 16:05:01
798,0@purdue.edu,34@purdue.edu,2015-02-25 16:24:53
799,95@purdue.edu,83@purdue.edu,2015-02-25 16:50:03
800,0@purdue.edu,71@purdue.edu,2015-02-25 17:23:02
801,95@purdue.edu,67@purdue.edu,2015-02-25 17:32:13
802,104@purdue.edu,133@purdue.edu,2015-02-25 17:32:34
803,71@purdue.edu,4@purdue.edu,2015-02-25 17:42:16
804,0@purdue.edu,180@purdue.edu,2015-02-25 21:22:56
805,0@purdue.edu,36@purdue.edu,2015-02-25 21:36:47
806,36@purdue.edu,36@purdue.edu,2015-02-25 21:41:00
807,0@purdue.edu,36@purdue.edu,2015-02-25 22:09:34
808,95@purdue.edu,12@purdue.edu,2015-02-25 23:08:53
809,95@purdue.edu,151@purdue.edu,2015-02-26 12:47:45
810,95@purdue.edu,25@purdue.edu,2015-02-26 15:11:47
811,0@purdue.edu,54@purdue.edu,2015-02-26 16:47:40
812,0@purdue.edu,7@purdue.edu,2015-02-26 17:05:31
813,7@purdue.edu,165@purdue.edu,2015-02-26 17:54:37
814,95@purdue.edu,191@purdue.edu,2015-02-26 18:05:55
815,104@purdue.edu,5@purdue.edu,2015-02-26 20:14:15
816,0@purdue.edu,163@purdue.edu,2015-02-26 20:30:56
817,163@purdue.edu,82@purdue.edu,2015-02-26 20:39:13
818,82@purdue.edu,163@purdue.edu,2015-02-26 21:10:45
819,0@purdue.edu,192@purdue.edu,2015-02-26 21:29:53
820,192@purdue.edu,63@purdue.edu,2015-02-26 22:15:28
821,34@purdue.edu,11@purdue.edu,2015-02-27 02:38:01
822,0@purdue.edu,51@purdue.edu,2015-02-25 16:01:00
823,0@purdue.edu,93@purdue.edu,2015-02-25 16:07:58
824,0@purdue.edu,187@purdue.edu,2015-02-25 18:27:03
825,0@purdue.edu,34@purdue.edu,2015-02-25 19:04:30
826,187@purdue.edu,122@purdue.edu,2015-02-25 19:33:29
827,122@purdue.edu,48@purdue.edu,2015-02-25 20:11:26
828,0@purdue.edu,193@purdue.edu,2015-02-25 20:26:57
829,193@purdue.edu,95@purdue.edu,2015-02-25 21:08:57
830,0@purdue.edu,95@purdue.edu,2015-02-25 21:13:36
831,95@purdue.edu,95@purdue.edu,2015-02-25 21:54:48
832,0@purdue.edu,180@purdue.edu,2015-02-25 22:01:16
833,0@purdue.edu,194@purdue.edu,2015-02-25 22:13:48
834,95@purdue.edu,4@purdue.edu,2015-02-25 22:14:31
835,194@purdue.edu,114@purdue.edu,2015-02-25 22:14:53
836,95@purdue.edu,194@purdue.edu,2015-02-25 22:40:33
837,0@purdue.edu,50@purdue.edu,2015-02-26 01:28:35
838,0@purdue.edu,14@purdue.edu,2015-02-26 09:28:17
839,4@purdue.edu,34@purdue.edu,2015-02-26 13:20:46
840,95@purdue.edu,31@purdue.edu,2015-02-26 15:11:48
841,95@purdue.edu,160@purdue.edu,2015-02-26 15:14:20
842,95@purdue.edu,93@purdue.edu,2015-02-26 15:56:24
843,0@purdue.edu,130@purdue.edu,2015-02-26 17:26:54
844,130@purdue.edu,130@purdue.edu,2015-02-26 17:30:36
845,95@purdue.edu,54@purdue.edu,2015-02-26 17:52:47
